Date,Amount
2009-12-02,0.13522690185088315
2009-12-03,0.22384372837882438
2009-12-04,-0.6653302341002227
2009-12-05,-1.4337874406311037
2009-12-06,0.9325789790845302
2009-12-07,0.6096593753401152
2009-12-08,0.1876840180124688
2009-12-09,-0.30306094955019347
2009-12-10,0.10907428344137138
2009-12-11,-0.10763906810668367
2009-12-13,-0.5948033513874211
2009-12-14,1.1845901420320022
2009-12-15,-0.3296586262118648
2009-12-16,-0.002652645629209971
2009-12-17,-0.46708670876763847
2009-12-18,0.2552782443638968
2009-12-20,-1.3085762548536266
2009-12-21,0.4511188976578424
2009-12-22,0.45298649594119844
2009-12-23,-0.9543347576301731
2010-01-04,0.22405226888555063
2010-01-05,0.3380063539101812
2010-01-06,-0.7912932246624731
2010-01-07,2.133602573942932
2010-01-08,-0.8643216728603935
2010-01-10,-0.26580852285052536
2010-01-11,0.4728937958220758
2010-01-12,0.0691309072216022
2010-01-13,-0.4723732977335473
2010-01-14,0.307939211338514
2010-01-15,-0.9298608569487818
2010-01-17,0.24754208599142302
2010-01-18,0.20347338644776514
2010-01-19,0.4471749615054925
2010-01-20,-0.448060330014421
2010-01-21,0.2556631977429067
2010-01-22,0.3362669896006185
2010-01-24,-0.8832695295111392
2010-01-25,0.3693214026180627
2010-01-26,0.7455373986821936
2010-01-27,-0.5286995421620908
2010-01-28,-0.3446770445822942
2010-01-29,0.6515389295741638
2010-01-31,-0.7293401932526056
2010-02-01,0.07312494094563604
2010-02-02,0.0932169170558339
2010-02-03,-0.036303799430147166
2010-02-04,0.049732852088599344
2010-02-05,0.016077615120995148
2010-02-07,-0.28554740390948297
2010-02-08,0.08589349681022718
2010-02-09,0.04340085689144857
2010-02-10,-0.6721608205386573
2010-02-11,0.4155199715069582
2010-02-12,-0.28613762880136484
2010-02-14,0.4555546573854272
2010-02-15,0.9003395874429998
2010-02-16,-0.3464686534489978
2010-02-17,-0.02982366656053692
2010-02-18,0.20277424923991916
2010-02-19,-0.3114064793587268
2010-02-21,-0.6975078965039962
2010-02-22,0.6645414673985481
2010-02-23,-0.14800686904556315
2010-02-24,0.3782919973055545
2010-02-25,0.36127988370225417
2010-02-26,-0.8660079452752729
2010-02-28,-0.1678050553758439
2010-03-01,0.43370451879869165
2010-03-02,0.03355678733493406
2010-03-03,0.23417736308797288
2010-03-04,-0.0359576962517707
2010-03-05,-0.17946313414971016
2010-03-07,-0.3156579047464483
2010-03-08,0.6239596993271377
2010-03-09,-0.42300525038394987
2010-03-10,0.12464029304905466
2010-03-11,-0.123896784439955
2010-03-12,-0.11811609844149373
2010-03-14,-0.8865430831646375
2010-03-15,1.1280179688988863
2010-03-16,-0.11035536290980374
2010-03-17,0.21320817106299295
2010-03-18,0.2965352821668219
2010-03-19,0.4883220082279909
2010-03-21,-1.1663656337666914
2010-03-22,0.22637968383606122
2010-03-23,1.110072933360863
2010-03-24,-0.8861058257279382
2010-03-25,0.3159609880258838
2010-03-26,-0.31691380008435033
2010-03-28,-0.3840901364237954
2010-03-29,0.9895369981172664
2010-03-30,-0.42576883027755486
2010-03-31,-0.27983165371046326
2010-04-01,0.045903742038925444
2010-04-06,-0.4548624391348337
2010-04-07,0.5540166760085086
2010-04-08,0.32618566896088375
2010-04-09,-1.0239988169534513
2010-04-11,0.14987873640675353
2010-04-12,0.34996627688431126
2010-04-13,-0.049448610288918005
2010-04-14,0.027046540522992046
2010-04-15,0.3625752375014315
2010-04-16,-0.6409250193350715
2010-04-18,0.16319291666403046
2010-04-19,0.6088911214649713
2010-04-20,-0.30313426808269917
2010-04-21,-0.0734024330877947
2010-04-22,0.4926543303983575
2010-04-23,-1.0060041747544126
2010-04-25,-0.08857350270781339
2010-04-26,0.7620945166469113
2010-04-27,0.24453665846560924
2010-04-28,-0.3611089538165082
2010-04-30,-0.07485137713100798
2010-05-02,-0.8697553451971132
2010-05-04,0.646243868097466
2010-05-05,0.1932977389838335
2010-05-06,0.6585192673093161
2010-05-07,-0.4398722683478731
2010-05-09,-0.45593192854445164
2010-05-10,0.4251126624000161
2010-05-11,-0.20690028001804528
2010-05-12,0.08872858971120046
2010-05-13,0.5344613634675071
2010-05-14,-0.7332019714272899
2010-05-16,-0.3170011913485933
2010-05-17,0.35860198673439037
2010-05-18,0.1288724876902947
2010-05-19,-0.5029895091605194
2010-05-20,0.3942102778758372
2010-05-21,0.013738335658262102
2010-05-23,-0.0742959628343467
2010-05-24,0.35274033154533413
2010-05-25,-0.4625303097356319
2010-05-26,0.5741865527204251
2010-05-27,-0.28129314690048624
2010-05-28,-0.1577739488969474
2010-05-30,-0.8877385843376082
2010-06-01,0.3703825939987322
2010-06-02,0.03228924565180691
2010-06-03,0.677759540899542
2010-06-04,-0.4113943223160774
2010-06-06,0.19616643024890656
2010-06-07,0.7362554871075382
2010-06-08,0.054718095105839026
2010-06-09,-0.3762445147617175
2010-06-10,-0.6179683980842139
2010-06-11,0.6921228783352706
2010-06-13,-0.6653059917115876
2010-06-14,0.1530187169377495
2010-06-15,0.25929184180380815
2010-06-16,-0.043205217044311794
2010-06-17,1.0779445196540784
2010-06-18,-1.5557923244084044
2010-06-20,-0.7598178770061921
2010-06-21,0.8414690546769545
2010-06-22,-0.3556755421611495
2010-06-23,0.6299385661773123
2010-06-24,0.018468120692036294
2010-06-25,-0.46982592478301655
2010-06-27,0.12504011281473737
2010-06-28,1.1367428362687662
2010-06-29,-0.5617837815089022
2010-06-30,0.06295879648562774
2010-07-01,-0.21493952692706841
2010-07-02,-0.5819412409977254
2010-07-04,-0.49007009817169234
2010-07-05,1.1592162411712934
2010-07-06,-0.3448947366219066
2010-07-07,0.3681707321177452
2010-07-08,-0.4400068722124626
2010-07-09,0.6143151347381224
2010-07-11,-1.6466277168576973
2010-07-12,0.9425346529676641
2010-07-13,0.05938525528238969
2010-07-14,0.20670935688519698
2010-07-15,0.8535572041496096
2010-07-16,-0.9161239147183977
2010-07-18,-0.47223798654258076
2010-07-20,0.4936494725571663
2010-07-21,-0.08342655335460059
2010-07-22,0.17076789263675707
2010-07-23,-0.03159365865017172
2010-07-25,-0.41642776722699004
2010-07-26,0.44987284129945593
2010-07-27,0.0885899338427869
2010-07-28,-0.23951704341773628
2010-07-29,0.5851286781758311
2010-07-30,-0.9430272803306732
2010-08-01,0.6252212325125015
2010-08-02,-0.05484168676444234
2010-08-03,-0.057771062818131824
2010-08-04,-0.22088500334010241
2010-08-05,0.13247802031805733
2010-08-06,-0.41272286023070315
2010-08-08,-0.16626618026644913
2010-08-09,0.8276491230378973
2010-08-10,0.12257873981077871
2010-08-11,-0.35717901835661614
2010-08-12,0.203733389707617
2010-08-13,0.19621324295627218
2010-08-15,-0.5255440595977188
2010-08-16,-0.0746803039065469
2010-08-17,0.38006172156374696
2010-08-18,0.1906693915316886
2010-08-19,-0.10730888516983228
2010-08-20,-0.2526455750004253
2010-08-22,-0.1302092514142945
2010-08-23,-0.029500903074080043
2010-08-24,0.2858418140389549
2010-08-25,0.11948448784015042
2010-08-26,0.08292763368223888
2010-08-27,0.051523085322964235
2010-08-29,-0.9631090920708996
2010-08-31,0.970860244485376
2010-09-01,-0.45622063679963176
2010-09-02,0.45406231475589465
2010-09-03,-0.015294011227798165
2010-09-05,-1.110278575555176
2010-09-06,0.8497567219401638
2010-09-07,-0.05341119422161
2010-09-08,-0.4327967882035324
2010-09-09,0.43968557145315224
2010-09-10,-0.3917634940792194
2010-09-12,-0.1717359778645431
2010-09-13,0.8977937886708354
2010-09-14,-0.5942102096684287
2010-09-15,0.4970303942192782
2010-09-16,0.439081137175501
2010-09-17,-0.882070030038193
2010-09-19,0.024562888915193426
2010-09-20,0.6926373386085576
2010-09-21,0.3264381845494988
2010-09-22,-0.7048755813378751
2010-09-23,0.139937006041583
2010-09-24,0.3825550791222341
2010-09-26,-0.8658534323542924
2010-09-27,1.8305243813843823
2010-09-28,-0.8583142651718738
2010-09-29,-0.3987479324534924
2010-09-30,0.3627655403305017
2010-10-01,-0.3672334843544416
2010-10-03,-0.014630557708771974
2010-10-04,0.016538090949996587
2010-10-05,1.072420551254707
2010-10-06,-1.2928159099560013
2010-10-07,0.5788073459158358
2010-10-08,0.07320124778064496
2010-10-10,-0.9661304191700069
2010-10-11,0.634966757405488
2010-10-12,0.14433736147184284
2010-10-13,0.2126991721754088
2010-10-14,0.3488182786564167
2010-10-15,-0.3089748766286
2010-10-17,-0.6609571651082469
2010-10-18,0.2543790851200072
2010-10-19,0.2527081852237707
2010-10-20,-1.9238888820369215
2010-10-21,1.5836776215718533
2010-10-22,0.08480576469986012
2010-10-24,-0.4033389703282033
2010-10-25,0.029342025623234846
2010-10-26,0.4473476980010087
2010-10-27,-0.3452846848696609
2010-10-28,0.32302058804234157
2010-10-29,0.07342061893862706
2010-10-31,-0.47895110558112286
2010-11-01,0.05277338284582456
2010-11-02,0.4198996492096043
2010-11-03,-0.04684926139237433
2010-11-04,0.6734769136074412
2010-11-05,-0.6603958990108492
2010-11-07,-0.38055553534711706
2010-11-08,1.1121478539270004
2010-11-09,-0.273766790251468
2010-11-10,0.07918159383808643
2010-11-11,-0.1816919970634352
2010-11-12,-0.27599670611458116
2010-11-14,-0.5470490128934671
2010-11-15,1.27080688184639
2010-11-16,-0.34621317752544023
2010-11-17,-0.3560515440436003
2010-11-18,-0.1351030881859927
2010-11-19,0.06905804999864884
2010-11-21,-0.40676366242849404
2010-11-22,0.28970164725947534
2010-11-23,0.3763561117238705
2010-11-24,0.03685162879919801
2010-11-25,0.1081825145582016
2010-11-26,-0.581666362262629
2010-11-28,-0.3761870026090737
2010-11-29,1.0394235518093335
2010-11-30,-0.20805812364969434
2010-12-01,0.6083458469922451
2010-12-02,-0.18466285693423856
2010-12-03,-0.020963402241262585
2010-12-05,-0.4058388289772257
2010-12-06,0.550878691312203
2010-12-07,1.0163164322326441
2010-12-08,-1.1967150616953148
2010-12-09,0.15938192313870125
2010-12-10,-0.58368443801651
2010-12-12,-1.2527737951604632
2010-12-13,0.847147751361014
2010-12-14,0.1596147985890095
2010-12-15,-0.415964443257538
2010-12-16,0.47116706762003524
2010-12-17,-0.06286203231196907
2010-12-19,-1.8346825556649353
2010-12-20,1.3397623342687925
2010-12-21,0.499302974142676
2010-12-22,-2.0259076218898233
2010-12-23,0.6790968462548221
2011-01-04,0.3250422131777082
2011-01-05,1.3630527347008012
2011-01-06,-0.4323932335369616
2011-01-07,-0.3540773584076362
2011-01-09,-0.6528669877921516
2011-01-10,0.45384167253524943
2011-01-11,1.0245076055989149
2011-01-12,-1.0053595339447572
2011-01-13,-0.20498780565289998
2011-01-14,0.8356409262416289
2011-01-16,-1.869454931097744
2011-01-17,1.3842563197052833
2011-01-18,1.7735455465078651
2011-01-19,-1.885946761236605
2011-01-20,-0.07034055898032321
2011-01-21,0.3070279208101052
2011-01-23,-1.1528622475144559
2011-01-24,0.9019446259483388
2011-01-25,0.15258812881747552
2011-01-26,-0.3941499405652138
2011-01-27,0.25906672971404454
2011-01-28,-0.1988900486684475
